edad,frecuenciaCompra,montoPromedio,diasUltimaCompra,satisfaccion,totalHistorico,cantidadProductos,usaTarjeta,recompra
43,6,341728,136,3.6,2050368,14,0,0
64,3,368692,53,1.5,1106076,11,0,0
69,20,245061,136,2.3,4901220,13,1,1
63,14,421039,171,2.2,5894546,6,1,1
26,15,487450,75,2.3,7311750,11,0,0
67,3,426394,111,2.4,1279182,7,0,0
32,14,111067,152,3.4,1554938,6,0,0
46,10,104102,177,2.2,1041020,9,0,0
57,14,270010,126,1.2,3780140,4,0,0
41,7,162036,95,1.4,1134252,7,1,1
22,16,35552,180,3.1,568832,4,0,0
57,4,334587,118,2.7,1338348,4,1,0
63,20,311486,48,2.4,6229720,10,1,1
27,17,429617,170,3.9,7303489,11,1,1
59,19,75094,137,3.4,1426786,8,0,0
41,20,133937,69,4.7,2678740,7,0,1
42,14,231642,174,2.3,3242988,1,0,0
39,4,129299,127,4.7,517196,14,0,0
19,6,325422,67,2.4,1952532,8,1,1
64,3,193186,65,1.4,579558,12,1,0
63,12,18468,111,1.0,221616,13,0,0
45,1,415607,52,1.8,415607,10,0,0
66,7,252237,167,1.3,1765659,1,0,0
63,17,238060,77,1.6,4047020,1,1,1
49,15,67018,12,3.9,1005270,14,1,1
44,7,399623,127,3.6,2797361,5,1,1
48,11,192661,124,4.9,2119271,15,0,1
53,1,150944,53,2.4,150944,2,0,0
19,20,355673,50,2.7,7113460,4,0,0
50,15,353710,37,4.9,5305650,13,0,1
45,1,344165,16,3.5,344165,15,1,1
51,15,301847,29,4.5,4527705,5,0,1
48,16,98494,154,3.6,1575904,14,1,1
66,5,454149,164,1.9,2270745,3,0,0
37,8,97381,56,4.8,779048,8,0,1
37,17,385376,126,4.0,6551392,10,0,1
31,6,427122,30,2.0,2562732,10,1,1
67,19,245959,38,2.6,4673221,8,1,1
50,19,85852,164,1.6,1631188,8,1,1
30,7,285841,50,1.3,2000887,13,0,0
18,14,390610,153,2.6,5468540,8,0,0
39,19,425042,134,3.9,8075798,10,1,1
62,6,291420,3,2.6,1748520,13,1,1
53,15,199479,62,2.9,2992185,9,1,1
30,5,173847,115,2.9,869235,10,0,0
57,2,371142,18,2.1,742284,6,0,0
41,7,40761,162,4.3,285327,12,0,0
40,8,333798,52,2.3,2670384,4,0,0
54,3,419146,45,2.0,1257438,2,0,0
67,8,130754,20,1.0,1046032,1,1,1
40,17,126231,34,3.3,2145927,15,0,0
57,11,325755,18,5.0,3583305,10,1,1
44,11,490527,158,4.0,5395797,6,1,1
66,4,247145,137,4.6,988580,7,0,0
70,13,159746,138,4.5,2076698,4,0,1
42,1,434507,88,3.8,434507,11,0,0
25,2,353206,130,4.3,706412,11,0,0
28,17,16955,139,3.2,288235,11,1,0
18,13,54556,116,1.4,709228,8,0,0
68,4,243669,178,1.7,974676,14,0,0
57,11,62520,100,4.5,687720,6,1,1
37,6,171703,98,3.9,1030218,9,1,1
64,1,30541,80,4.5,30541,11,0,0
70,5,391501,72,2.5,1957505,1,0,0
59,1,71752,71,2.2,71752,6,0,0
24,3,231642,140,2.8,694926,10,1,0
69,2,58036,31,4.5,116072,1,1,0
42,3,12417,136,4.2,37251,11,1,0
23,9,30366,107,1.5,273294,4,1,0
24,11,175911,39,3.8,1935021,4,1,1
46,20,369880,69,1.7,7397600,15,0,0
23,7,429449,79,1.2,3006143,11,1,1
25,6,109226,19,4.0,655356,9,0,1
61,7,442928,96,1.2,3100496,1,1,1
62,14,55528,143,1.0,777392,10,0,0
44,11,487193,148,4.8,5359123,4,1,1
43,8,119838,158,4.5,958704,6,0,1
49,7,128936,99,1.1,902552,10,1,1
63,15,89597,131,1.2,1343955,7,1,1
45,14,119216,153,2.7,1669024,12,1,1
70,6,377774,66,4.3,2266644,5,1,1
67,11,342032,103,2.2,3762352,13,1,1
55,10,19039,39,1.7,190390,8,0,0
70,3,160806,4,4.2,482418,5,0,1
66,6,473882,162,3.9,2843292,1,1,1
40,1,416215,100,2.3,416215,11,0,0
40,15,135940,32,3.0,2039100,13,1,1
44,4,117856,26,2.3,471424,12,0,0
64,6,191669,136,4.8,1150014,1,0,1
44,10,210853,180,2.4,2108530,3,1,1
36,18,54176,103,4.8,975168,2,0,1
22,8,321992,42,2.2,2575936,7,0,0
26,13,190933,110,3.7,2482129,10,1,1
62,15,178803,90,2.9,2682045,3,1,1
70,10,409179,17,1.8,4091790,12,1,1
60,13,190720,29,2.8,2479360,6,0,1
25,9,113936,155,2.4,1025424,9,1,1
24,10,415751,103,3.8,4157510,11,0,0
23,13,138801,135,1.5,1804413,5,1,1
66,9,281416,36,2.6,2532744,7,0,0
68,6,56416,39,3.7,338496,3,0,0
36,15,394063,57,3.4,5910945,7,1,1
43,3,132490,67,1.1,397470,5,1,0
49,1,327020,170,1.4,327020,9,0,0
44,2,429906,85,4.9,859812,7,0,0
23,18,95598,20,1.6,1720764,9,0,1
30,16,409088,165,1.5,6545408,6,0,0
35,8,223916,130,3.9,1791328,15,0,0
52,14,352398,30,4.5,4933572,4,1,1
36,7,331942,134,1.6,2323594,5,0,0
37,17,126046,127,1.8,2142782,14,1,1
54,12,37738,150,4.8,452856,15,0,1
66,14,92755,21,3.3,1298570,8,1,1
57,10,238273,104,4.5,2382730,9,1,1
52,10,267615,26,4.5,2676150,8,0,1
18,4,410814,26,2.6,1643256,7,1,1
44,9,270808,94,4.7,2437272,11,0,1
67,11,324662,19,1.5,3571282,4,1,1
19,17,294307,171,1.1,5003219,3,1,1
47,2,110019,28,2.6,220038,6,1,0
47,5,274415,113,2.1,1372075,5,1,0
60,20,424457,154,2.0,8489140,4,1,1
68,9,434476,65,4.0,3910284,5,1,1
24,13,126476,114,1.2,1644188,2,1,1
38,13,100124,87,2.2,1301612,2,0,0
63,17,460437,124,4.4,7827429,11,1,1
34,10,397328,97,1.4,3973280,12,0,0
39,10,168412,155,4.0,1684120,8,1,1
42,15,139634,150,1.9,2094510,12,0,0
62,20,376240,12,4.7,7524800,14,1,1
62,8,422738,121,1.6,3381904,14,0,0
60,2,69440,69,1.2,138880,13,1,0
23,17,124645,93,1.9,2118965,8,1,1
48,19,61390,175,1.2,1166410,15,0,0
45,9,305373,138,2.4,2748357,8,1,1
50,6,169990,147,4.4,1019940,10,1,1
48,14,478546,125,1.4,6699644,3,0,0
57,1,300691,9,5.0,300691,15,1,1
52,6,15446,10,1.5,92676,15,0,0
67,2,223366,25,4.8,446732,8,1,1
55,20,392915,55,1.6,7858300,14,0,0
41,20,113740,139,4.7,2274800,13,1,1
20,6,28422,56,4.0,170532,9,0,0
30,11,420172,139,1.2,4621892,1,1,1
39,20,152123,79,1.6,3042460,9,0,0
38,9,469455,120,3.7,4225095,8,1,1
62,12,183923,80,2.5,2207076,7,1,1
68,3,325814,105,1.6,977442,10,0,0
25,18,356782,35,3.9,6422076,11,0,0
28,15,454434,162,2.2,6816510,2,0,0
28,17,167923,85,4.0,2854691,8,1,1
48,17,107885,80,3.2,1834045,15,1,1
20,17,425525,130,4.8,7233925,8,0,1
19,14,277222,5,2.2,3881108,8,0,1
63,18,446881,159,3.8,8043858,3,0,0
53,18,160956,173,3.4,2897208,13,0,0
32,1,354635,58,4.9,354635,12,0,0
38,2,289592,132,1.3,579184,3,0,0
35,1,124285,3,3.5,124285,13,1,0
38,18,89612,86,3.3,1613016,1,1,1
66,10,79391,82,3.8,793910,5,1,1
63,11,213549,50,4.9,2349039,1,0,1
58,19,420182,126,4.4,7983458,5,1,1
32,15,251497,70,1.7,3772455,13,1,1
23,18,206788,145,1.6,3722184,1,1,1
56,4,301568,78,2.9,1206272,7,1,0
42,8,461938,138,1.2,3695504,4,0,0
70,17,357067,57,2.9,6070139,8,1,1
24,6,243793,109,4.6,1462758,11,1,1
26,18,319993,175,1.3,5759874,7,0,0
32,4,63148,152,2.3,252592,12,1,0
19,20,159202,67,2.4,3184040,10,1,1
21,2,115981,92,4.7,231962,4,1,0
63,10,358129,3,2.2,3581290,1,1,1
67,15,33035,5,2.1,495525,11,0,1
66,15,305925,63,1.7,4588875,6,1,1
26,7,37219,141,4.4,260533,1,1,1
50,7,139524,8,4.1,976668,4,1,1
61,19,375551,150,3.4,7135469,8,0,0
54,8,336063,68,2.0,2688504,14,1,1
31,8,360481,37,3.6,2883848,9,1,1
59,14,36679,14,4.8,513506,4,1,1
67,6,184288,153,4.3,1105728,3,1,1
57,12,480223,83,2.7,5762676,1,1,1
22,2,151872,102,4.0,303744,9,0,0
31,3,420530,102,2.4,1261590,6,0,0
68,20,135010,30,1.5,2700200,8,1,1
49,20,378987,148,3.9,7579740,1,1,1
49,11,238692,62,1.9,2625612,7,1,1
59,18,431425,46,3.1,7765650,14,0,0
56,14,426312,100,4.0,5968368,11,0,1
59,15,112958,45,3.5,1694370,15,1,1
52,14,335049,67,1.3,4690686,13,0,0
33,9,72331,108,1.2,650979,5,1,1
26,12,41877,164,4.2,502524,1,0,1
38,5,91233,73,1.1,456165,7,1,0
23,3,133488,15,2.1,400464,3,1,1
48,9,315244,90,2.0,2837196,5,0,0
19,9,141590,54,4.8,1274310,12,1,1
56,1,200414,160,3.6,200414,14,0,0
35,6,346585,120,4.4,2079510,6,1,1
64,13,323854,12,4.7,4210102,2,0,1
54,19,409921,99,2.8,7788499,14,0,0
45,6,424106,10,3.9,2544636,5,0,1
24,8,387891,168,1.4,3103128,13,0,0
56,18,341788,146,2.6,6152184,2,0,0
25,4,442065,116,1.9,1768260,6,1,0
31,11,493416,1,1.6,5427576,14,1,1
41,11,52394,64,3.3,576334,12,0,0
68,2,345139,66,2.2,690278,3,1,0
45,15,427263,96,4.1,6408945,14,0,1
30,3,23299,166,5.0,69897,3,1,0
43,18,156472,125,1.6,2816496,9,1,1
61,5,172893,55,1.7,864465,3,0,0
30,14,324727,176,4.9,4546178,1,1,1
62,13,488835,151,4.4,6354855,11,0,1
25,14,115624,167,4.0,1618736,10,0,1
24,18,293035,144,3.2,5274630,4,1,1
57,14,133445,24,4.3,1868230,13,0,1
24,9,83893,137,1.5,755037,7,1,1
70,13,352041,123,4.9,4576533,10,1,1
46,7,230952,87,2.1,1616664,15,0,0
50,8,448752,128,3.3,3590016,3,1,1
59,3,293102,111,3.6,879306,11,1,0
51,11,406957,140,1.2,4476527,11,1,1
27,12,178873,141,3.7,2146476,2,1,1
28,20,87749,79,2.9,1754980,7,0,0
26,4,497731,106,1.4,1990924,2,1,0
57,15,443450,73,3.7,6651750,15,0,0
43,5,148766,22,4.7,743830,9,1,1
56,19,221298,73,1.8,4204662,12,1,1
61,1,231636,66,1.9,231636,4,0,0
19,17,151832,163,4.8,2581144,14,0,1
56,2,316765,98,3.9,633530,10,0,0
49,8,133671,52,1.8,1069368,10,0,0
68,11,358946,145,1.1,3948406,9,0,0
62,19,83305,149,2.8,1582795,3,0,0
61,10,368823,41,4.0,3688230,9,1,1
63,4,470478,31,2.8,1881912,14,1,0
49,5,209470,25,3.4,1047350,5,1,1
59,10,338624,11,3.6,3386240,9,1,1
24,12,493957,92,3.0,5927484,14,0,0
38,8,484330,165,3.7,3874640,9,1,1
25,15,269040,94,3.2,4035600,2,0,0
20,3,88010,63,1.7,264030,1,0,0
39,5,198087,12,4.7,990435,7,1,1
65,17,216985,134,2.2,3688745,9,1,1
40,12,233851,39,1.1,2806212,7,0,0
60,10,347390,117,1.7,3473900,1,0,0
54,5,412895,156,3.1,2064475,9,1,0
40,14,119088,124,1.9,1667232,14,1,1
34,1,247126,37,2.5,247126,12,1,0
67,18,493516,178,1.5,8883288,9,0,0
70,10,316331,91,2.9,3163310,7,0,0
23,18,464157,164,3.9,8354826,3,0,0
26,11,281852,53,3.8,3100372,6,1,1
42,1,175468,136,4.9,175468,4,0,0
54,10,22704,55,3.8,227040,5,0,0
37,1,285192,161,3.0,285192,10,0,0
34,5,255810,75,1.2,1279050,4,0,0
56,4,6812,92,3.9,27248,5,0,0
28,1,142919,51,2.9,142919,4,1,0
31,9,419291,17,1.2,3773619,14,0,1
60,5,208764,37,1.3,1043820,3,1,0
51,9,301107,161,2.8,2709963,10,1,1
68,16,480047,11,3.0,7680752,5,1,1
43,7,168308,167,1.4,1178156,12,1,1
47,5,292447,164,1.2,1462235,8,1,0
21,16,245986,39,2.4,3935776,1,0,0
42,15,169615,33,1.2,2544225,10,0,0
58,5,88712,121,2.0,443560,3,1,0
53,8,61629,102,4.9,493032,12,1,1
37,4,24384,176,1.5,97536,9,0,0
30,5,126692,134,3.5,633460,3,0,0
62,8,37507,20,3.1,300056,8,0,1
22,17,51335,33,3.6,872695,11,0,0
66,6,317704,88,3.8,1906224,8,1,1
38,3,297849,122,3.0,893547,7,0,0
37,14,305421,70,3.8,4275894,13,0,0
34,19,65646,9,3.9,1247274,11,0,1
65,20,417556,75,3.3,8351120,1,0,0
25,18,23350,23,4.1,420300,1,1,1
58,16,477973,33,4.6,7647568,1,0,1
26,17,44609,120,2.9,758353,2,1,1
60,17,308539,25,1.9,5245163,11,1,1
39,12,382822,20,2.7,4593864,9,0,1
31,3,174716,79,3.6,524148,9,1,0
20,16,108824,44,3.9,1741184,7,0,0
20,17,303774,114,2.2,5164158,12,1,1
22,18,308901,41,3.5,5560218,1,1,1
19,6,270047,175,4.4,1620282,6,1,1
54,14,115938,23,1.2,1623132,11,0,1
48,13,225548,112,4.2,2932124,13,1,1
36,18,37640,169,2.3,677520,14,0,0
19,11,404018,88,4.4,4444198,15,1,1
68,10,90799,27,1.4,907990,11,1,1
66,12,164395,45,3.5,1972740,10,1,1
65,3,341414,179,3.1,1024242,6,1,0
46,2,482994,92,2.5,965988,7,0,0
44,14,14874,116,2.9,208236,14,0,0
24,10,166788,48,2.0,1667880,12,0,0
46,16,20797,176,3.8,332752,1,0,0
49,17,370751,170,3.9,6302767,13,1,1
19,12,409926,173,3.1,4919112,12,1,1
67,17,61950,42,2.7,1053150,11,1,1
36,18,244975,141,3.2,4409550,9,1,1
31,2,15347,3,1.2,30694,13,1,0
63,4,37661,27,3.2,150644,4,1,0
25,7,153106,176,3.1,1071742,15,0,0
28,6,328520,140,1.4,1971120,5,1,1
62,11,362256,90,3.5,3984816,1,1,1
58,7,130042,98,2.3,910294,4,0,0
29,10,389702,173,3.9,3897020,7,0,0
30,1,298014,15,1.7,298014,7,1,0
38,17,293178,174,2.0,4984026,1,0,0
66,11,484776,36,4.7,5332536,8,1,1
19,18,498335,40,2.3,8970030,11,1,1
21,18,133118,125,2.6,2396124,1,0,0
67,17,369223,128,1.3,6276791,1,1,1
54,8,282207,150,4.8,2257656,1,0,1
36,18,302257,91,3.2,5440626,14,1,1
21,18,70523,176,4.5,1269414,1,0,1
19,12,471523,9,1.0,5658276,9,0,1
39,14,277260,48,2.1,3881640,10,0,0
28,19,299712,165,1.8,5694528,5,0,0
31,10,247013,175,3.1,2470130,10,1,1
47,10,53067,68,3.3,530670,4,0,0
43,11,429945,179,3.0,4729395,14,0,0
18,2,126683,130,4.6,253366,14,1,0
48,9,220686,66,1.1,1986174,6,1,1
31,12,286623,154,2.4,3439476,11,0,0
29,3,492938,108,1.6,1478814,2,0,0
42,1,436002,162,1.6,436002,2,0,0
67,11,335665,172,4.8,3692315,10,0,1
26,12,119498,3,4.9,1433976,6,1,1
41,8,120710,82,4.3,965680,8,1,1
42,2,56228,73,1.1,112456,1,0,0
39,5,18863,91,2.4,94315,15,0,0
44,18,416809,60,2.5,7502562,14,0,0
62,17,262813,36,2.3,4467821,9,1,1
28,20,481378,33,3.7,9627560,2,0,0
22,17,140544,48,4.9,2389248,11,0,1
69,2,365320,101,1.4,730640,8,0,0
61,7,119727,94,1.7,838089,10,0,0
60,9,149646,175,1.1,1346814,9,0,0
21,3,115090,5,4.2,345270,3,1,1
54,6,97740,89,1.8,586440,13,0,0
23,15,491435,169,1.6,7371525,1,0,0
58,1,219280,48,1.4,219280,11,1,0
64,19,169203,51,3.9,3214857,7,0,0
68,19,450548,134,1.3,8560412,11,1,1
21,20,225134,52,4.1,4502680,6,1,1
68,12,99236,149,3.1,1190832,3,1,1
60,5,236015,125,1.6,1180075,11,0,0
25,14,290410,37,1.1,4065740,10,0,0
33,10,112491,109,4.8,1124910,10,1,1
43,10,222399,22,4.9,2223990,3,1,1
52,18,251564,28,4.5,4528152,1,0,1
51,7,120636,141,3.8,844452,2,1,1
44,17,251381,79,1.4,4273477,7,1,1
24,5,122767,4,2.5,613835,1,1,1
38,13,433491,3,4.5,5635383,9,1,1
34,14,485347,104,4.6,6794858,1,1,1
20,13,389503,77,2.5,5063539,15,0,0
62,16,226904,4,2.9,3630464,13,1,1
32,7,329118,83,2.5,2303826,1,1,1
64,5,325491,52,2.5,1627455,5,0,0
27,6,358285,112,2.4,2149710,15,1,1
24,3,439143,66,3.6,1317429,5,0,0
40,13,390961,170,3.9,5082493,11,1,1
60,5,157997,8,1.4,789985,9,1,1
57,15,415622,79,2.7,6234330,5,1,1
55,6,122209,142,4.5,733254,6,0,1
30,13,479796,170,2.0,6237348,14,1,1
60,13,262366,100,2.4,3410758,11,1,1
20,8,155764,127,4.2,1246112,6,1,1
48,9,273348,72,4.2,2460132,9,1,1
23,20,122311,138,2.4,2446220,4,0,0
55,10,399095,147,3.2,3990950,9,0,0
43,8,35319,41,1.6,282552,10,0,0
39,13,357087,174,4.4,4642131,1,0,1
34,15,214546,46,2.4,3218190,7,1,1
33,13,359307,10,2.8,4670991,7,0,1
57,15,295622,174,4.2,4434330,15,0,1
48,11,449365,49,4.8,4943015,6,1,1
35,20,120993,6,4.9,2419860,11,0,1
70,10,159842,127,1.5,1598420,7,1,1
50,7,54910,35,2.3,384370,7,0,0
50,18,366981,6,3.4,6605658,1,0,1
55,15,341933,64,4.0,5128995,3,0,1
57,12,39501,112,1.6,474012,14,0,0
66,4,117543,101,1.2,470172,5,1,0
22,12,458357,76,2.9,5500284,1,1,1
49,7,92154,179,4.6,645078,15,1,1
44,11,110934,72,4.7,1220274,6,0,1
56,14,238723,122,1.9,3342122,5,1,1
46,20,474183,161,1.9,9483660,13,0,0
21,11,146904,41,4.4,1615944,7,0,1
24,3,237237,52,1.0,711711,7,1,0
36,14,427717,69,3.6,5988038,2,1,1
57,5,171208,131,3.7,856040,9,1,0
67,2,472580,151,3.6,945160,6,0,0
20,17,307639,47,3.5,5229863,6,0,0
23,8,426018,50,4.9,3408144,14,1,1
68,5,442535,138,2.1,2212675,4,1,0
67,13,183056,24,4.6,2379728,1,1,1
45,3,446268,44,2.6,1338804,2,0,0
29,2,314345,145,3.4,628690,8,1,0
52,4,171748,91,4.1,686992,13,1,1
69,2,201147,90,1.2,402294,14,0,0
43,8,148857,46,3.1,1190856,15,1,1
30,5,306954,130,2.1,1534770,8,1,0
63,12,337711,31,1.2,4052532,7,1,1
57,10,58344,175,1.0,583440,12,0,0
57,1,482090,32,2.3,482090,2,1,0
43,12,15466,177,2.8,185592,2,1,0
52,7,444113,157,4.3,3108791,1,1,1
29,17,45447,93,2.1,772599,12,1,1
51,6,376269,82,2.5,2257614,12,1,1
31,10,452632,128,3.0,4526320,3,1,1
38,18,154415,168,1.1,2779470,14,0,0
61,15,164223,173,4.4,2463345,14,0,1
24,13,406776,83,4.1,5288088,7,1,1
52,12,12970,49,2.0,155640,11,1,0
56,3,213762,13,3.1,641286,13,1,1
40,9,22036,96,1.6,198324,9,1,0
25,17,344676,11,3.5,5859492,14,0,1
33,18,288172,50,2.9,5187096,6,0,0
45,3,115456,59,4.2,346368,3,0,0
50,8,300285,20,3.5,2402280,4,1,1
28,4,257211,102,5.0,1028844,1,1,1
61,17,278711,107,4.9,4738087,6,1,1
51,20,61934,134,2.9,1238680,7,0,0
55,16,455406,133,1.3,7286496,9,0,0
53,10,376937,110,5.0,3769370,1,1,1
60,5,216621,152,1.2,1083105,10,0,0
20,1,355955,77,3.2,355955,9,1,0
66,12,391607,158,1.4,4699284,11,0,0
43,11,160532,27,4.6,1765852,1,1,1
69,4,123779,61,4.4,495116,2,1,1
33,3,103544,155,2.1,310632,7,0,0
42,16,337419,60,4.8,5398704,9,0,1
33,16,285606,74,3.8,4569696,12,0,0
30,15,126211,47,3.2,1893165,14,1,1
70,14,408034,77,1.5,5712476,7,1,1
57,1,400262,156,1.5,400262,8,0,0
24,14,228834,93,2.6,3203676,9,0,0
70,11,360291,56,3.1,3963201,8,1,1
35,4,160591,118,3.1,642364,13,1,0
53,5,56365,104,4.0,281825,1,1,0
34,12,492533,12,3.2,5910396,3,1,1
68,3,343080,82,4.0,1029240,10,1,1
19,1,176505,80,4.0,176505,7,0,0
34,6,133396,75,1.2,800376,6,0,0
46,19,497160,1,2.6,9446040,14,1,1
21,3,43728,149,1.7,131184,12,1,0
69,7,200221,79,1.7,1401547,12,1,1
47,3,37271,64,2.8,111813,3,1,0
31,2,480162,84,2.4,960324,1,1,0
32,15,304437,34,2.8,4566555,5,1,1
59,1,146150,165,2.9,146150,4,0,0
65,7,408323,26,2.4,2858261,14,0,1
32,16,395400,35,3.5,6326400,5,1,1
21,7,468941,140,4.3,3282587,12,1,1
18,14,41775,21,4.3,584850,1,1,1
39,20,209542,89,4.1,4190840,7,0,1
56,9,347599,156,1.4,3128391,4,1,1
22,9,387179,71,1.3,3484611,14,0,0
49,1,278904,57,4.4,278904,12,0,0
42,12,158486,112,2.1,1901832,5,1,1
31,14,89073,14,3.8,1247022,15,0,1
27,6,461177,164,2.5,2767062,6,0,0
25,10,268374,131,3.9,2683740,14,1,1
21,2,218165,80,3.3,436330,14,1,0
51,13,119690,65,2.7,1555970,11,1,1
61,20,360736,26,2.8,7214720,11,0,1
42,20,321143,163,4.3,6422860,15,0,1
44,3,293462,104,3.8,880386,12,1,0
64,4,293205,86,4.4,1172820,11,0,0
45,20,102264,157,1.2,2045280,12,0,0
27,19,242578,38,3.0,4608982,15,1,1
50,14,443660,82,4.8,6211240,9,1,1
39,1,300105,163,2.8,300105,11,1,0
33,11,280353,125,2.6,3083883,6,1,1
20,9,495050,41,5.0,4455450,1,0,1
19,7,31015,180,3.2,217105,15,0,0
20,7,205034,50,2.6,1435238,3,1,1
50,19,342476,41,1.4,6507044,2,1,1
66,3,311662,61,4.6,934986,11,1,1
41,13,114940,136,1.5,1494220,9,1,1
45,8,52406,145,1.6,419248,14,0,0
44,16,36258,33,5.0,580128,10,0,1
18,10,58382,110,1.5,583820,12,1,1
49,7,158492,45,2.9,1109444,5,1,1
27,2,279236,97,2.6,558472,5,0,0
68,1,27335,95,3.5,27335,10,1,0
27,9,369275,112,1.3,3323475,9,0,0
48,15,286745,143,2.7,4301175,2,1,1
58,19,51443,113,4.8,977417,14,1,1
25,18,423439,152,4.6,7621902,8,1,1
40,16,127093,98,2.8,2033488,5,1,1
70,15,35971,156,2.7,539565,11,1,1
37,12,222030,180,2.3,2664360,13,1,1
69,20,32941,166,4.9,658820,4,0,1
46,7,488869,164,3.7,3422083,4,1,1
36,17,267899,160,4.5,4554283,10,0,1
48,1,301130,51,1.8,301130,1,0,0
60,1,483980,59,3.7,483980,13,1,0
25,9,17467,141,4.1,157203,7,0,0
20,4,20075,20,4.3,80300,12,1,1
60,20,169198,161,1.7,3383960,9,0,0
35,12,462925,118,4.1,5555100,5,0,1
19,8,86229,177,3.0,689832,13,0,0
63,8,443673,112,1.6,3549384,11,0,0
45,17,411267,140,2.3,6991539,11,0,0
21,13,70672,155,2.4,918736,15,0,0
65,13,479147,64,3.5,6228911,3,0,0
36,14,286478,59,1.8,4010692,15,1,1
51,14,164752,2,3.4,2306528,13,0,1
33,12,107245,126,4.1,1286940,9,1,1
39,10,211687,74,4.5,2116870,4,1,1
29,6,199793,68,2.6,1198758,9,1,1
32,17,310502,41,1.6,5278534,6,1,1
25,6,429209,139,1.8,2575254,10,1,1
28,12,338776,43,3.3,4065312,4,0,0
55,5,322915,145,2.0,1614575,11,1,0
47,8,166383,146,2.3,1331064,3,0,0
27,13,52794,22,4.9,686322,14,1,1
56,19,127200,131,1.5,2416800,5,0,0
43,16,386834,58,1.9,6189344,8,1,1
40,14,463640,158,4.0,6490960,5,1,1
46,6,333161,60,3.8,1998966,10,0,0
64,6,267303,165,2.1,1603818,2,0,0
38,14,336066,85,3.2,4704924,11,0,0
52,14,438330,29,2.2,6136620,10,0,1
35,9,13278,160,2.2,119502,2,0,0
26,3,414960,164,1.3,1244880,8,1,0
69,6,113641,158,1.4,681846,9,0,0
39,3,232058,67,2.9,696174,4,0,0
47,20,292658,143,3.8,5853160,14,0,0
64,13,130835,34,1.8,1700855,12,0,0
44,5,177572,142,1.8,887860,5,1,0
39,1,82924,150,4.7,82924,11,0,0
52,1,219355,170,4.5,219355,11,0,0
31,10,128484,80,3.3,1284840,6,1,1
22,6,333369,87,3.7,2000214,1,0,0
35,11,196546,1,1.3,2162006,8,1,1
59,5,66986,43,4.7,334930,10,1,1
55,20,64586,67,4.5,1291720,15,0,1
64,9,342485,135,3.4,3082365,15,1,1
57,6,206207,57,1.4,1237242,8,0,0
39,5,65821,29,2.0,329105,15,1,1
37,12,354046,128,3.5,4248552,8,1,1
61,18,321957,3,4.0,5795226,15,0,1
70,9,311202,143,2.8,2800818,3,1,1
67,15,130442,69,4.3,1956630,6,1,1
26,8,127995,172,4.2,1023960,5,0,1
42,18,365705,136,1.7,6582690,2,0,0
37,6,215999,160,4.7,1295994,6,1,1
40,16,277816,5,4.5,4445056,10,0,1
39,16,431462,74,4.0,6903392,7,1,1
61,16,15579,159,1.5,249264,1,0,0
63,12,167028,130,4.2,2004336,11,0,1
24,19,384748,31,4.2,7310212,4,1,1
37,1,499953,175,3.7,499953,2,1,0
22,19,221311,48,4.5,4204909,14,0,1
62,9,208986,85,1.8,1880874,9,0,0
61,19,387887,73,3.0,7369853,10,0,0
31,20,417314,96,4.2,8346280,14,0,1
20,3,436078,143,4.7,1308234,11,0,0
24,2,196758,31,3.1,393516,14,0,0
50,7,384453,150,1.7,2691171,4,1,1
37,12,194601,61,3.3,2335212,1,1,1
31,11,409751,14,1.0,4507261,11,0,1
69,7,137844,40,3.2,964908,4,1,1
59,10,391199,7,2.5,3911990,14,1,1
51,5,300302,2,1.5,1501510,10,0,0
53,20,122030,131,1.3,2440600,4,0,0
62,5,497088,73,2.2,2485440,1,0,0
51,4,197672,129,2.9,790688,2,1,0
63,7,74553,24,1.8,521871,11,0,1
69,4,32144,69,4.3,128576,3,1,0
69,19,379841,123,3.3,7216979,8,0,0
56,8,458102,52,4.3,3664816,4,0,1
34,15,336353,69,2.3,5045295,10,1,1
33,17,395317,23,1.5,6720389,9,0,1
59,1,463952,114,3.9,463952,1,0,0
65,8,68042,122,4.5,544336,11,1,1
23,19,176532,118,3.5,3354108,11,1,1
21,11,296845,15,1.5,3265295,2,1,1
33,3,311336,31,3.1,934008,6,0,0
21,19,434407,176,4.0,8253733,13,1,1
61,3,211037,128,4.6,633111,15,1,1
69,14,337544,110,3.9,4725616,11,1,1
56,15,108166,84,2.1,1622490,7,1,1
18,6,475586,96,3.8,2853516,13,0,0
68,17,336239,123,2.4,5716063,9,1,1
56,13,499648,20,4.0,6495424,1,1,1
43,5,241687,94,4.9,1208435,9,0,0
43,15,199966,87,4.9,2999490,11,0,1
57,6,81387,51,3.1,488322,11,1,1
34,5,311687,93,1.6,1558435,7,1,0
25,4,374478,94,3.1,1497912,5,0,0
26,4,425309,17,2.3,1701236,3,1,1
70,12,63022,143,1.9,756264,5,0,0
66,10,89945,48,2.9,899450,15,0,0
19,10,413443,173,4.0,4134430,11,1,1
63,13,428914,102,1.9,5575882,7,0,0
32,9,311393,40,2.3,2802537,7,1,1
40,19,241149,96,1.3,4581831,9,0,0
40,18,204659,44,2.0,3683862,4,0,0
30,20,34574,170,2.2,691480,12,0,0
66,3,46039,64,2.9,138117,13,1,0
19,5,398943,177,2.7,1994715,15,0,0
